OBJECTID,SciName,ComName,TaxonGroup,ElmCode,FedList,CalList,GRank,SRank,RPlantRank,OthrStatus,OccNumber,EOndx,Mapndx,ElmDate,SiteDate,Sensitive,OccRank,Presence,Accuracy,AccuracyOrder,Trend,OccType,County,Quad,Elevation,Latitude,Longitude,UTM,PLSS,Location,LocDetails,Ecological,ThreatList,Threat,General_,OwnerMgt,LastUpdate,KeyQuad,UTMZone,UTME,UTMN
118,Calochortus palmeri var. palmeri,Palmer's mariposa-lily,Monocots,PMLIL0D122,None,None,G3T2,S2,1B.2,BLM_S-Sensitive | SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,57,81229,80244,19950610,19950610,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),4400,34.6088,-119.32794,Zone-11 N3832125 E286543,"T06N, R23W, Sec. 16, W (S)","CHORRO GRANDE TRAIL, SOUTH SIDE OF PINE MOUNTAIN.",EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB ALONG CHORRO GRANDE TRAIL IN VICINITY OF GIVEN ELEVATION OF 4400 FT.,"SILTY LOAM, FULL SUN, S-FACING SLOPE. RIPARIAN AREA IN PINYON JUNIPER WOODLAND.",,,ONLY SOURCE OF INFORMATION FOR THIS OCCURRENCE IS A 1995 COLLECTION BY BURGESS. NEEDS POPULATION INFORMATION.,USFS-LOS PADRES NF,10/4/2010 12:00:00 AM,Wheeler Springs (3411953),11,286543,3832125
119,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,41,84403,83391,20040701,20040701,N,U-Unknown,Presumed Extant,Circular feature with a 150 meter radius (1/10 mile),40,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848),2750,34.47499,-118.91688,Zone-11 N3816491 E323958,"T05N, R19W, Sec. 31, W (S)",SQUAW FLAT ROAD OFF GOODENOUGH ROAD BEFORE DOUGH FLAT.,MAPPED BY CNDDB AS BEST GUESS ACCORDING TO COORDINATES FROM COLLECTION LABEL. COORDINATES PLACE SITE AROUND 2200 FT IN ELEVATION BUT COLLECTION LABEL HAS ELEVATION AS 2750 FT.,"BARE SOIL, ASH. REDDISH BROWN SANDY-GRAVELLY LOAM. VARIABLE SLOPE.",,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2004 DOBROWOLSKI COLLECTION.,USFS-LOS PADRES NF,7/14/2011 12:00:00 AM,Fillmore (3411848),11,323958,3816491
120,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,42,84404,83392,19940731,19940731,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952),4000,34.52297,-119.21721,Zone-11 N3822376 E296489,"T05N, R22W, Sec. 07 (S)","HOWARD TRAIL, FROM ROSE VALLEY TO NORDHOFF RIDGE.",MAPPED BY CNDDB AS BEST GUESS ALONG THE PORTION OF HOWARD CREEK TRAIL AROUND THE GIVEN ELEVATION OF 4000 FEET.,CHAPARRAL. SANDY LOAM. FULL SUN. SW-FACING SLOPE.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1994 BURGESS & MUNRO COLLECTION.,USFS-LOS PADRES NF,7/14/2011 12:00:00 AM,Lion Canyon (3411952),11,296489,3822376
121,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,53,84415,83402,20050711,20050711,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952),4000,34.5036,-119.23602,Zone-11 N3820266 E294716,"T05N, R23W, Sec. 24, NE (S)","ALONG USFS ROAD 5N08 JUST SOUTH OF JUNCTION WITH RD 22W05 (GRIDLEY TRAIL), ~0.5 AIR MILE NE OF NORDHOFF PEAK.",MAPPED ACCORDING TO 2012 USFS DIGITAL DATA.,,,,"UNKNOWN NUMBER OF PLANTS OBSERVED IN 2005. A 2001 OBSERVATION CITED IN A USFS REPORT FROM ""GRIDLEY TRAIL"" IS ALSO ATTRIBUTED TO THIS SITE.",USFS-LOS PADRES NF,10/24/2017 12:00:00 AM,Lion Canyon (3411952),11,294716,3820266
122,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,54,84416,83403,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848) | Santa Paula Peak (3411941),,34.44029,-119.00952,Zone-11 N3812808 E315374,"T04N, R20W, Sec. 07 (S)",SANTA PAULA PEAK AND SANTA PAULA CANYON TRAIL.,EXACT LOCATION UNKNOWN. MAPPED BY CNDDB AS BEST GUESS AROUND SANTA PAULA PEAK BUT PLANTS LIKELY ALSO OCCUR FURTHER TO THE WEST IN VICINITY OF SANTA PAULA CANYON TRAIL.,,,,"SITE BASED ON TWO OBSERVATIONS (PRESUMABLY FROM AUSTIN IN 1998) FROM ""SANTA PAULA PEAK, VENTURA CO / USFS"" AND ""SANTA PAULA CANYON TRAIL, VENTURA CO / USFS"" CITED IN A ""SOCAL BIODIVERSITY STATUS REPORT"" FROM THE USFS. NEEDS FIELDWORK.",USFS-LOS PADRES NF,7/18/2011 12:00:00 AM,Santa Paula Peak (3411941),11,315374,3812808
123,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,58,84427,54604,20090509,20090509,N,U-Unknown,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),1270,34.44081,-119.34227,Zone-11 N3813522 E284799,"T04N, R24W, Sec. 12, E (S)","RIDGE ABOVE SANTA ANA CREEK, OPPOSITE THE MOUTH OF COOPER CANYON, ~1.7 AIR MI WNW OF RANCHO MATILIJA.","MAPPED ACCORDING TO 2012 USFS DIGITAL DATA, NEAR THE CENTER OF THE EAST 1/2 OF SECTION 12","DRY, ROCKY, CLAY LOAM. FULL SUN. CHAPARRAL.",,,"UNKNOWN NUMBER OF PLANTS OBSERVED IN 2009. A 1994 BURGESS COLLECTION FROM ""TAFT RANCH, ADJACENT TO SANTA ANA CRK, 1450 FT ELEV"" IS ALSO ATTRIBUTED TO THIS SITE; OTHER BURGESS COLLECTIONS FROM SAME DAY ALSO STATE ""AT DAM SITE.""",USFS-LOS PADRES NF,10/24/2017 12:00:00 AM,Matilija (3411943),11,284799,3813522
124,Lepidium virginicum var. robinsonii,Robinson's pepper-grass,Dicots,PDBRA1M114,None,None,G5T3,S3,4.3,,158,86326,85304,,,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),,34.46096,-119.16663,Zone-11 N3815398 E300986,"T04N, R22W, Sec. 03, NE (S)","ILVENTO PRESERVE, OJAI VALLEY.",EXACT LOCATION UNKNOWN. MAPPED BY CNDDB TO ENCOMPASS ILVENTO PRESERVE.,,,,"ONLY SOURCE OF INFORMATION FOR THIS OCCURRENCE IS A 2003 AREA CHECKLIST BY MAGNEY, UNKNOWN WHEN PLANTS SEEN. NEEDS FIELDWORK.",OJAI VALLEY LAND CONSERVANCY,3/5/2012 12:00:00 AM,Ojai (3411942),11,300986,3815398
125,Atriplex coulteri,Coulter's saltbush,Dicots,PDCHE040E0,None,None,G3,S1S2,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden,86,86879,17566,19630602,19630602,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),,34.29028,-119.33293,Zone-11 N3796806 E285271,"T03N, R23W, Sec. 31 (S)",COASTAL BLUFF APPROXIMATELY 1.5 MILES WEST OF VENTURA RIVER.,"EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB IN VICINITY OF COASTAL BLUFFS ALONG HIGHWAY 101, FROM 1 TO 2 ROAD MILES NORTHWEST OF VENTURA RIVER.","DRY, SANDY-CALCAREOUS SLOPE OF COASTAL BLUFF, WITH PLANTAGO INSULARIS.",,,ONLY SOURCE OF INFORMATION FOR THIS OCCURRENCE IS A 1963 COLLECTION BY POLLARD. THERE IS A 1963 POLLARD COLLECTION HERE FROM THE SAME DATE FOR A. PACIFICA; UNKNOWN THESE ATRIPLEX CO-OCCUR HERE OR IF THIS IS A MIS-ID OF THE SAME POPULATION.,UNKNOWN,5/3/2012 12:00:00 AM,Ventura (3411933),11,285271,3796806
126,Atriplex pacifica,south coast saltscale,Dicots,PDCHE041C0,None,None,G4,S2,1B.2,,89,87481,86442,19720610,19720610,N,U-Unknown,Presumed Extant,Circular feature with a 150 meter radius (1/10 mile),40,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),,34.29314,-119.33862,Zone-11 N3797135 E284755,"T03N, R24W, Sec. 36 (S)","SOUTHERN PACIFIC RAILROAD R-O-W AT FREEWAY OVERPASS, APPROXIMATELY 1.5 MILES WEST OF VENTURA RIVER.","MAPPED AS BEST GUESS BY CNDDB AT THE HWY 1 OVERPASS OF THE RAILROAD. ADDITIONAL LOCALITIES ATTRIBUTED HERE INCLUDE ""COASTAL BLUFF ~1.5 MI W OF VENTURA RIVER ESTUARY"" AND ""~100 YDS FROM BEACH AND 1.5 MI W OF VENTURA RIVER ESTUARY.""","DRIED MUD FLAT, NEAR FOOT OF MARITIME BLUFF. DRY, SANDY-CALCAREOUS SLOPE OF COASTAL BLUFF.",,,"OCCURRENCE IS BASED ON THREE POLLARD COLLECTIONS FROM 1963, 1967, AND 1972. THERE IS A 1963 POLLARD COLLECTION HERE FROM THE SAME DATE FOR A. COULTERI; UNKNOWN IF THESE ATRIPLEX CO-OCCUR HERE OR IF THIS IS A MIS-ID OF THE SAME POPULATION.",UNKNOWN,8/3/2012 12:00:00 AM,Ventura (3411933),11,284755,3797135
127,Imperata brevifolia,California satintail,Monocots,PMPOA3D020,None,None,G4,S3,2B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,31,88558,87585,,,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),1000,34.48299,-119.28937,Zone-11 N3818090 E289765,"T05N, R23W, Sec. 28, SE (S)","1.1 AIR MILES ESE OF MATILIJA DAM, IN SIDE CANYON NE OF HIGHWAY 33, NW OF OJAI.",NEAR THE CENTER OF THE SE 1/4 OF SECTION 28.,,,,PLANTS WERE OBSERVED HERE IN 2010 BUT NO POPULATION SIZE WAS PROVIDED.,PVT,12/11/2012 12:00:00 AM,Matilija (3411943),11,289765,3818090
128,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,5,88873,87909,19690905,19690905,N,U-Unknown,Presumed Extant,Circular feature with a 150 meter radius (1/10 mile),40,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),300,34.35269,-119.31134,Zone-11 N3803683 E287417,"T03N, R23W, Sec. 08, NE (S)","FOSTER PARK, CASITAS PASS ROAD (CASITAS VISTA ROAD), SOUTH OF CASITAS SPRINGS.","""NEAR AMPHITHEATER AND CARETAKER'S HOUSE."" MAPPED BY CNDDB AS BEST GUESS NEAR THE CAMPGROUND AND AMPHITHEATER AREA WITHIN FOSTER PARK. IN THE SW 1/4 OF THE NE 1/4 OF SECTION 8.",LIVE-OAK WOODLAND.,,,"SITE BASED ON A 1967 PHILBRICK COLLECTION AND A 1969 POLLARD COLLECTION. A 1925 HOFFMANN COLLECTION FROM ""CASITAS PASS"" IS ALSO ATTRIBUTED TO THIS SITE. NEEDS FIELDWORK.",VEN COUNTY,1/17/2013 12:00:00 AM,Ventura (3411933),11,287417,3803683
129,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,6,88874,87910,20070623,20070623,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),1600,34.46639,-119.17447,Zone-11 N3816016 E300278,"T05N, R22W, Sec. 34, SW (S)","NEAR THACHER SCHOOL, ALONG MORGAN BARNES TRAIL IN HORN CANYON, EAST END OF OJAI VALLEY.",MAPPED BY CNDDB AS BEST GUESS AS A NON-SPECIFIC POLYGON ALONG THE PORTION OF THE TRAIL IN HORN CANYON ON PRIVATE PROPERTY NEAR THACHER SCHOOL.,"OTHER PLANTS OBSERVED IN HORN CANYON INCLUDE DELPHINIUM CARDINALE, MONARDELLA LANCEOLATA, BRICKELLIA NEVINII, AND ALLOPHYLLUM GILIOIDES SSP. VIOLACEUM.",Foot traffic/trampling,POSSIBLY THREATENED BY HORSE TRAMPLING.,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2007.,PVT,1/17/2013 12:00:00 AM,Ojai (3411942),11,300278,3816016
130,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,7,88876,87911,19480704,19480704,N,U-Unknown,Presumed Extant,Circular feature with a 1000 meter radius (3/5 mile),70,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942) | Matilija (3411943) | Lion Canyon (3411952) | Wheeler Springs (3411953),4000,34.49831,-119.2421,Zone-11 N3819692 E294144,"T05N, R23W, Sec. 24 (S)","NORDHOFF PEAK, NORDHOFF RIDGE, LOS PADRES NATIONAL FOREST.",MAPPED BY CNDDB AS BEST GUESS AROUND NORDHOFF PEAK.,,,,SITE BASED ON 1944 AND 1948 POLLARD COLLECTIONS. NEEDS FIELDWORK.,USFS-LOS PADRES NF,1/17/2013 12:00:00 AM,Ojai (3411942),11,294144,3819692
131,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,8,88878,87912,,,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),750,34.45357,-119.30581,Zone-11 N3814861 E288180,"T04N, R23W, Sec. 05, SE (S)","WILLS CANYON, VENTURA RIVER PRESERVE, WESTERN OJAI VALLEY.",MAPPED BY CNDDB ACCORDING TO BURGESS COORDINATES IN THE NE 1/4 OF THE SE 1/4 OF SECTION 5.,LIGHT SHADE. OAK WOODLAND AND WOODLAND CHAPARRAL.,,,"UNKNOWN NUMBER OF PLANTS OBSERVED IN 2002 AND 2011. A 1937 FAUNTLEROY COLLECTION FROM ""OJAI, 700 FT"" IS ALSO ATTRIBUTED TO THIS SITE.",OJAI VALLEY LAND CONSERVANCY,1/17/2013 12:00:00 AM,Matilija (3411943),11,288180,3814861
132,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,9,88879,87913,19460630,19460630,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),3500,34.48047,-119.34815,Zone-11 N3817934 E284360,"T05N, R24W, Sec. 25, S (S)","CAMINO CIELO, WEST OF MATILIJA HOT SPRINGS, SANTA YNEZ MOUNTAINS.",MAPPED BY CNDDB AS A BEST GUESS AROUND THE PORTION OF CAMINO CIELO AT ABOUT 3500 FEET IN ELEVATION BASED ON ELEVATION ON COLLECTION LABEL.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1946 POLLARD COLLECTION. NEEDS FIELDWORK.,USFS-LOS PADRES NF,1/17/2013 12:00:00 AM,Matilija (3411943),11,284360,3817934
133,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,10,88882,87914,,,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944),4200,34.48279,-119.4365,Zone-11 N3818383 E276250,"T05N, R24W, Sec. 30, SW (S)","ALONG MONTE ARIDO TRAIL BETWEEN DIVIDE PEAK AND MURIETTA DIVIDE, SANTA YNEZ MOUNTAINS.",MAPPED BY CNDDB ACCORDING TO BURGESS COORDINATES IN THE EAST HALF OF THE SW 1/4 OF SECTION 30.,LIGHT SHADE. OAK WOODLAND AND WOODLAND CHAPARRAL.,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2011.,USFS-LOS PADRES NF,1/17/2013 12:00:00 AM,White Ledge Peak (3411944),11,276250,3818383
134,Monardella hypoleuca ssp. hypoleuca,white-veined monardella,Dicots,PDLAM180A5,None,None,G4T3,S3,1B.3,,11,88884,87915,19220919,19220919,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Santa Barbara | Ventura,Pitas Point (3411934) | White Ledge Peak (3411944),,34.42646,-119.45319,Zone-11 N3812172 E274565,"T04N, R25W, Sec. 13 (S)","RINCON CREEK, SANTA YNEZ MOUNTAINS.",EXACT LOCATION UNKNOWN. MAPPED BY CNDDB AS BEST GUESS NON-SPECIFICALLY ALONG THE ENTIRE LENGTH OF RINCON CREEK.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1922 BAER COLLECTION. NEEDS FIELDWORK.,UNKNOWN,1/17/2013 12:00:00 AM,White Ledge Peak (3411944),11,274565,3812172
135,Quercus dumosa,Nuttall's scrub oak,Dicots,PDFAG050D0,None,None,G3,S3,1B.1,USFS_S-Sensitive,149,94208,93057,,,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944),,34.41039,-119.40683,Zone-11 N3810288 E278785,"T04N, R24W, Sec. 21 (S)","LAGUNA RIDGE, WEST FORK COYOTE CREEK.",EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB ALONG WEST FORK COYOTE CREEK ON THE NORTHWEST SIDE OF LAGUNA RIDGE.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2000 COLLECTION BY MAGNEY. NEEDS MAP DETAIL.,UNKNOWN,7/7/2014 12:00:00 AM,White Ledge Peak (3411944),11,278785,3810288
136,Quercus dumosa,Nuttall's scrub oak,Dicots,PDFAG050D0,None,None,G3,S3,1B.1,USFS_S-Sensitive,150,94209,93058,,,N,U-Unknown,Presumed Extant,Circular feature with a 1000 meter radius (3/5 mile),70,Unknown,Natural/Native occurrence,Ventura,White Ledge Peak (3411944),,34.39223,-119.3936,Zone-11 N3808244 E279953,"T04N, R24W, Sec. 28 (S)",POVERTY CANYON.,"EXACT LOCATION UNKNOWN, MAPPED BY CNDDB AS A BEST GUESS.",,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 2002 COLLECTION BY MAGNEY. NEEDS MAP DETAIL.,UNKNOWN,7/7/2014 12:00:00 AM,White Ledge Peak (3411944),11,279953,3808244
137,Delphinium umbraculorum,umbrella larkspur,Dicots,PDRAN0B1W0,None,None,G3,S3,1B.3,BLM_S-Sensitive | USFS_S-Sensitive,38,94772,93649,20100414,20100414,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Old Man Mountain (3411954),2000,34.52114,-119.40597,Zone-11 N3822570 E279155,"T05N, R24W, Sec. 16, NW (S)","ALONG MATILIJA CREEK, APPROXIMATELY 0.25 AIR MILE NORTH OF THE MOUTH OF OLD MAN CANYON.",MAPPED BY CNDDB IN THE NW 1/4 OF THE NW 1/4 OF SECTION 16 ACCORDING TO 2010 ABBEY COORDINATES.,GROWING ON EAST-FACING SLOPE IN SHADED RIPARIAN ADJACENT HABITAT.,,,UNKNOWN NUMBER OF PLANTS OBSERVED IN 2010.,UNKNOWN,9/3/2014 12:00:00 AM,Old Man Mountain (3411954),11,279155,3822570
138,Malacothamnus davidsonii,Davidson's bush-mallow,Dicots,PDMAL0Q040,None,None,G2,S2,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden,51,95299,94168,19370609,19370609,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952) | Wheeler Springs (3411953),,34.57891,-119.25807,Zone-11 N3828665 E292877,"T06N, R22W, Sec. 30 (S)",SESPE GORGE.,MAPPED BY CNDDB AS BEST GUESS AROUND SESPE GORGE.,,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1937 ROWNTREE COLLECTION. ANNOTATED TO M. DAVIDSONII BY SLOTTA IN 2004.,USFS-LOS PADRES NF,10/16/2014 12:00:00 AM,Wheeler Springs (3411953),11,292877,3828665
139,Calochortus palmeri var. palmeri,Palmer's mariposa-lily,Monocots,PMLIL0D122,None,None,G3T2,S2,1B.2,BLM_S-Sensitive | SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,92,95613,94524,19880502,19880502,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Lion Canyon (3411952),3100,34.55961,-119.18804,Zone-11 N3826382 E299256,"T05N, R22W, Sec. 04, N (S)","WEST OF LION CAMP AND PIEDRA BLANCA TRAIL ON SESPE CREEK, SE BASE OF PINE MOUNTAIN, LOS PADRES NF.",EXACT LOCATION UNKNOWN; MAPPED AS BEST GUESS ALONG SESPE CREEK JUST WEST OF WEST END OF CAMPGROUND AND EXTENDING FOR ABOUT 2 MILES; NEED MAP DETAIL.,IN CREEK BED.,,,"""COMMON"" IN 1988. ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1988 BLAKLEY COLLECTION.",USFS-LOS PADRES NF,11/26/2014 12:00:00 AM,Lion Canyon (3411952),11,299256,3826382
140,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,88,96462,95331,19840320,19840320,N,U-Unknown,Presumed Extant,Circular feature with a 150 meter radius (1/10 mile),40,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),4700,34.54541,-119.2657,Zone-11 N3824964 E292093,"T05N, R23W, Sec. 02, SW (S)","DRY LAKES RIDGE, BASIN 2A (UPPER MIDDLE BASIN), 12 MILES NORTH OF OJAI.","MAPPED BY CNDDB TO ENCOMPASS MAGNEY'S BASIN 2A ON DRY LAKES RIDGE, IN THE APPROXIMATE NW 1/4 OF THE SW 1/4 OF SECTION 2.","IN SANDY LOAM SOIL OF BASIN WITH HETEROTHECA CAMPHORATA, STIPA ELMERI, ARTEMISIA TRIDENTATA, AND CAMISSONIA INTERMEDIA. CISMONTANE NATIVE GRASSLAND / GREAT BASIN SAGEBRUSH.",,,SITE IS BASED ON A 1984 MAGNEY & BURGESS COLLECTION.,USFS-LOS PADRES NF,2/27/2015 12:00:00 AM,Wheeler Springs (3411953),11,292093,3824964
141,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,17,97022,95882,20090326,20090326,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),1850,34.4533,-119.13436,Zone-11 N3814485 E303932,"T04N, R22W, Sec. 01, SE (S)","LOWER SISAR CANYON, ABOUT 1.1 AIR MILES NORTH OF SUMMIT ELEMENTARY SCHOOL.",MAPPED IN THE NE 1/4 OF THE SE 1/4 OF SECTION 1.,N-FACING SLOPE.,Other,FOUND NEAR TRAIL; VULNERABLE TO PICKING.,1 PLANT OBSERVED IN 2009.,USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,Ojai (3411942),11,303932,3814485
142,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,18,97023,95884,19960308,19960308,N,U-Unknown,Presumed Extant,Circular feature with a 1300 meter radius (4/5 mile),80,Unknown,Natural/Native occurrence,Santa Barbara | Ventura,White Ledge Peak (3411944),1750,34.42904,-119.4316,Zone-11 N3812410 E276557,"T04N, R24W, Sec. 18 (S)","SANTA YNEZ MOUNTAINS: LANDSLIDE AREA, CATHARINA CREEK TRIBUTARY.",EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB AROUND CATHARINA CREEK AND TRIBUTARIES.,"CHAPARRAL, SILTY LOAM, NE-FACING SLOPE, PARTIAL SHADE.",,,ONLY SOURCE OF INFORMATION FOR THIS OCCURRENCE IS A 1996 BURGESS COLLECTION. NEEDS FIELDWORK.,USFS-LOS PADRES NF?,4/13/2015 12:00:00 AM,White Ledge Peak (3411944),11,276557,3812410
143,Caulanthus lemmonii,Lemmon's jewelflower,Dicots,PDBRA0M0E0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,64,98837,97528,19860524,19860524,N,U-Unknown,Presumed Extant,Circular feature with a 150 meter radius (1/10 mile),40,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),4700,34.54456,-119.2665,Zone-11 N3824872 E292018,"T05N, R23W, Sec. 02, SW (S)","DRY LAKES RIDGE, BASIN 2B, 12 MILES NORTH OF OJAI.","MAPPED BY CNDDB TO ENCOMPASS MAGNEY'S BASIN 2B ON DRY LAKES RIDGE, IN THE APPROXIMATE NW 1/4 OF THE SW 1/4 OF PROJECTED SECTION 2.","IN AREA UNDER PINES. SANDY LOAM SOIL. COAST RANGE PONDEROSA PINE FOREST WITH PINUS PONDEROSA, BROMUS STAMINEUS, CASTILLEJA JEPSONII, MONARDELLA LANCEOLATA, AND PSORALEA PHYSODES.",,,SITE IS BASED ON A 1986 MAGNEY & BURGESS COLLECTION.,USFS-LOS PADRES NF,9/16/2015 12:00:00 AM,Wheeler Springs (3411953),11,292018,3824872
144,Symphyotrichum greatae,Greata's aster,Dicots,PDASTE80U0,None,None,G2,S2,1B.3,BLM_S-Sensitive,56,100114,98657,20070606,20070606,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Fillmore (3411848),1200,34.45341,-118.95593,Zone-11 N3814166 E320327,"T04N, R20W, Sec. 3, SE (S)","PINE CANYON, ABOUT 1 MILE SOUTHWEST OF CONFLUENCE WITH SESPE CREEK, SESPE CONDOR SANCTUARY.",MAPPED IN THE SE 1/4 OF THE SE 1/4 OF SECTION 3 ACCORDING TO 2007 GROSS COORDINATES.,"SEEP ALONG THE SOUTH BASE OF THE CANYON SLOPE. ONE LARGE ALNUS GROWING FROM THIS SMALL SEEP, BUT A LOT OF ALNUS SEEDLINGS COMING UP. ASSOC W/ LOBELIA DUNNII SERRATA, MIMULUS GUTTATUS, M. CARDINALIS, ADIANTUM CAPILLUS-VENERIS, ETC.",,,SITE IS BASED ON A 2007 GROSS COLLECTION.,USFS-LOS PADRES NF,1/4/2016 12:00:00 AM,Fillmore (3411848),11,320327,3814166
