"","OBJECTID","Institution_Code","Catalog_Number","Scientific.Name","Collector","Collector_Num_Prefix","Collector_Num","Collector_Num_Suffix","early_J_date","late_J_date","Date_Collected","County","Elevation","Locality","Latitude","Longitude","Datum","Link_Back","Column1","Common.Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming.Period","Habitat","Micro.Habitat","Elevation.Low..m.","Elevation.Low..ft.","Elevation.High..m.","Elevation.High..ft.","CA.Endemic","States","Counties","Quads","EO.Total","EO.A","EO.B","EO.C","EO.D","EO.X","EO.U","EO.Historical","EO.Recent","EO.Extant","EO.Possibly.Extirpated","EO.Extirpated","Notes","Full.Scientific.Name","Synonyms","Element.Code","USDA.PLANTS.Symbol","Flora.Status","CBR.Reason","Date.Added","Date.Changed","Last.Update","X"
"255",12014,"CAS-BOT-BC","CAS-BOT-BC229577","Abronia maritima","Alice Eastwood","",5029,"",2420971,2420971,"April 17, 1916","Ventura","","Ventura",34.2707,-119.2767,"Terrain Nav. v. 8.7","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC229577"" target=""_blank"">View Details</a>",NA,"red sand-verbena","Nyctaginaceae","perennial herb","4.2","G4","S3?","None","None","Feb-Nov","Coastal dunes","",0,0,100,330,FALSE,"BA","ANA, LAX, ORA, SBA, SCM, SCT, SCZ, SDG, SLO, SMI, SNI, VEN","Imperial Beach (3211751), Point Loma (3211762), La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), Encinitas (3311713), Oceanside (3311724), Las Pulgas Canyon (3311734), Newport Beach (3311768), Santa Catalina North (3311844), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), Santa Cruz Island A (3311987), San Miguel Island East (3312083), San Miguel Island West (3312084), Triunfo Pass (3411818), Point Mugu (3411911), Ventura (3411933), Dos Pueblos Canyon (3411948), Point Conception (3412044), Point Arguello (3412056), Lompoc (3412064), Surf (3412065), Casmalia (3412075), Point Sal (3412086), Oceano (3512015), Morro Bay South (3512037), Morro Bay North (3512047), Cayucos (3512048)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nearly extirpated in southern CA; more common to north?  Field surveys needed.  Hybridizes with A. latifolia and A. umbellata.  See Botany of California 2:4 (1880) for original description.","Abronia maritima Wats.","","PDNYC010E0","ABMA2",NA,NA,"1994-01-01","","2019-02-08",NA
"256",12015,"CAS-BOT-BC","CAS-BOT-BC255766","Eriogonum elegans","Henry M. Pollard","s.n.",NA,"",2439021,2439021,"September 17, 1965","Ventura","","Along road downstream from Lion Canyon Campground, Sespe Creek, Ventura River Basin",34.5615,-119.1644,"Terrain Nav. v. 8.7 (copied from SBBG86314)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC255766"" target=""_blank"">View Details</a>",NA,"elegant wild buckwheat","Polygonaceae","annual herb","4.3","G4G5","S4S5","None","None","May-Nov","Cismontane woodland, Valley and foothill grassland","Usually sandy or gravelly, often washes, sometimes roadsides",200,655,1525,5005,TRUE,"","MNT, SBA, SBT, VEN","Dos Pueblos Canyon (3411948), Wheeler Springs (3411953), Lockwood Valley (3411961), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Lompoc (3412064), San Miguel (3512076), Bradley (3512077), Parkfield (3512084), Stockdale Mountain (3512085), Smith Mountain (3612015), San Benito Mtn. (3612036), Bear Canyon (3612113), Lopez Point (3612115), Reliz Canyon (3612123), Bickmore Canyon (3612152), Seaside (3612157), Panoche Pass (3612161), Tres Pinos (3612173)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Similar to E. baileyi.  See Pittonia 2:161-216 (1891) for original description.","Eriogonum elegans Greene","","PDPGN081Y0","EREL8",NA,NA,"2011-12-19","","2019-03-26",NA
"257",12019,"SBBG","SBBG40002","Imperata brevifolia","H. M. Pollard","",NA,"",2439812,2439812,"17-Nov-1967","Ventura","","Matilija Cyn Rd, W of and near Matilija Lake",34.5001,-119.348,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG40002"" target=""_blank"">View Details</a>",NA,"California satintail","Poaceae","perennial rhizomatous herb","2B.1","G4","S3","None","None","Sep-May","Chaparral, Coastal scrub, Mojavean desert scrub, Meadows and seeps (often alkali), Riparian scrub","mesic",0,0,1215,3985,FALSE,"AZ, BA, NM, NV, SO, TX, UT","BUT, FRE, IMP, INY, KRN, LAK, LAX, ORA, RIV, SBD, TEH, TUL, VEN","Calexico (3211564), Heber (3211565), Blythe NE (3311465), McCoy Wash (3311466), Palm Springs (3311675), San Jacinto (3311678), White Water (3311686), Canada Gobernadora (3311755), Yucaipa (3411711), Redlands (3411712), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Glendora (3411727), Azusa (3411728), Condor Peak (3411832), Matilija (3411943), Wheeler Springs (3411953), Gosford (3511931), Furnace Creek (3611647), Nevares Peak (3611657), Panamint Butte (3611743), Craig Canyon (3611767), East of Tin Mountain (3611783), Visalia (3611933), Reedley (3611954), Wahtoke (3611964), Malaga (3611966), Fresno South (3611967), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Scottys Castle (3711713), Whispering Pines (3812276), Clearlake Highlands (3812286), Paradise West (3912176), Richardson Springs (3912177), Campbell Mound (3912187)",32,0,0,0,1,0,31,25,7,32,0,0,"Many collections old; need field surveys.  Records from BUT, THE, and LAK counties may represent escapes from ornamental plantings.  Threatened by development and agriculture.  Mistakenly classified as a noxious weed in California from 1960 to 2004.  See Bulletin of the Torrey Botanical Club 13: 26 (1886) for original description.","Imperata brevifolia Vasey","","PMPOA3D020","IMBR2",NA,NA,"2006-12-26","","2013-06-12",NA
"258",12046,"CAS-BOT-BC","CAS-BOT-BC110475","Suaeda taxifolia","Henry M. Pollard","s.n.",NA,"",2440175,2440175,"November 14, 1968","Ventura","","On Alessandro Avenue near Pierpont Inn, Ventura.",34.272777,-119.28075,"Geolocate","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC110475"" target=""_blank"">View Details</a>",NA,"woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","",0,0,50,165,FALSE,"BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2",NA,NA,"1994-01-01","","2013-05-09",NA
"259",12078,"SBBG","SBBG121096","Imperata brevifolia","R. Burgess, P. Munro","",4259,"",2451836,2451836,"18-Oct-2000","Ventura","396 m","Lyon Springs, NW of Matilija Lake, N side of Matilija Rd",34.499,-119.3385,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG121096"" target=""_blank"">View Details</a>",NA,"California satintail","Poaceae","perennial rhizomatous herb","2B.1","G4","S3","None","None","Sep-May","Chaparral, Coastal scrub, Mojavean desert scrub, Meadows and seeps (often alkali), Riparian scrub","mesic",0,0,1215,3985,FALSE,"AZ, BA, NM, NV, SO, TX, UT","BUT, FRE, IMP, INY, KRN, LAK, LAX, ORA, RIV, SBD, TEH, TUL, VEN","Calexico (3211564), Heber (3211565), Blythe NE (3311465), McCoy Wash (3311466), Palm Springs (3311675), San Jacinto (3311678), White Water (3311686), Canada Gobernadora (3311755), Yucaipa (3411711), Redlands (3411712), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Glendora (3411727), Azusa (3411728), Condor Peak (3411832), Matilija (3411943), Wheeler Springs (3411953), Gosford (3511931), Furnace Creek (3611647), Nevares Peak (3611657), Panamint Butte (3611743), Craig Canyon (3611767), East of Tin Mountain (3611783), Visalia (3611933), Reedley (3611954), Wahtoke (3611964), Malaga (3611966), Fresno South (3611967), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Scottys Castle (3711713), Whispering Pines (3812276), Clearlake Highlands (3812286), Paradise West (3912176), Richardson Springs (3912177), Campbell Mound (3912187)",32,0,0,0,1,0,31,25,7,32,0,0,"Many collections old; need field surveys.  Records from BUT, THE, and LAK counties may represent escapes from ornamental plantings.  Threatened by development and agriculture.  Mistakenly classified as a noxious weed in California from 1960 to 2004.  See Bulletin of the Torrey Botanical Club 13: 26 (1886) for original description.","Imperata brevifolia Vasey","","PMPOA3D020","IMBR2",NA,NA,"2006-12-26","","2013-06-12",NA
"260",12089,"SBBG","SBBG102798","Juglans californica","T. L. Secrest","",NA,"",2435260,2435260,"1-Jun-1955","Ventura","","near tunnels in Wheeler Gorge area",34.5083,-119.2749,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG102798"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"261",12090,"SBBG","SBBG92656","Ribes amarum var. hoffmannii","C. F. Smith","",3960,"",2435192,2435192,"25-Mar-1955","Ventura","","Casitas Pass Rd, near Rincon Crk",34.3958,-119.4497,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG92656"" target=""_blank"">View Details</a>",NA,"Hoffmann's bitter gooseberry","Grossulariaceae","perennial deciduous shrub","3","G4?T3","S3","None","None","Mar-Apr","Chaparral, Riparian woodland","",5,15,1190,3905,TRUE,"","SBA, VEN","Julian (3311615), Santa Barbara (3411946), Santa Ynez (3412051)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Move to List 1B?  Location, rarity, and endangerment information needed.  Expected to only occur in the Santa Ynez Mtns., but plants are also recorded from the San Rafael Mtns.  Taxonomic distinctiveness from R. amarum is uncertain; needs further study.  Possibly threatened by non-native plants.  A synonym of R. amarum in TJM (1993) and TJM 2.","Ribes amarum McClat. var. hoffmannii Munz","","PDGRO02012","RIAM",NA,NA,"1984-01-01","","2014-07-30",NA
"262",12112,"CAS-BOT-BC","CAS-BOT-BC101945","Juglans californica","Eben McMillan","SM ",60,"",2440821,2440821,"August 22, 1970","Ventura","822 m","Taft Ranch at the top of Sulphur Mountain, 4 miles southeast of Ojai",34.4083,-119.2035,"USGS 1:24000 (copied from CAS563357)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC101945"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"263",12131,"SD","SD40321","Chenopodium littoreum","Edith A. Purer","",5081,"",2427274,2427274,"Jul 20, 1933","San Luis Obispo","","Stabilized sand dunes, five miles north of Guadalupe.",34.3646,-119.448,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SD40321"" target=""_blank"">View Details</a>",NA,"coastal goosefoot","Chenopodiaceae","annual herb","1B.2","G1","S1","None","None","Apr-Aug","Coastal dunes","",10,30,30,100,TRUE,"","LAX, SBA, SLO","Venice (3311884), Surf (3412065), Casmalia (3412075), Oceano (3512015), Morro Bay South (3512037)",13,0,0,0,0,1,12,8,5,12,0,1,"Possibly threatened by recreational activities, vehicles, and non-native plants.  Previously identified as C. carnosulum var. patagonicum.  See Madroño 57(1):64-72 (2010) for original description.","Chenopodium littoreum Benet-Pierce & M.G. Simpson","","PDCHE091Z0","CHLI11",NA,NA,"2011-06-01","","2013-01-10",NA
"264",12142,"SBBG","SBBG43747","Calandrinia breweri","E. R. Chandler","",2097,"",2438839,2438839,"19-Mar-1965","Santa Barbara","548 m","Romero Cyn",34.4628,-119.5897,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG43747"" target=""_blank"">View Details</a>",NA,"Brewer's calandrinia","Montiaceae","annual herb","4.2","G4","S4","None","None","(Jan)Mar-Jun","Chaparral, Coastal scrub","sandy or loamy, disturbed sites and burns",10,30,1220,4005,FALSE,"BA","CCA, LAX, MEN, MNT, MPA, MRN, NAP, ORA, RIV, SBA, SBD, SCL, SCR, SCZ, SDG, SHA, SLO, SMT, SON, SRO, VEN","Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), Poway (3211781), Vail Lake (3311648), Black Star Canyon (3311776), Santa Rosa Island North (3312081), Topanga (3411815), Matilija (3411943), Goleta (3411947), Santa Ynez (3412051), Pismo Beach (3512026), Villa Creek (3512174), Cape San Martin (3512184), Bear Canyon (3612113), Partington Ridge (3612126), Coulterville (3712062), Laurel (3712118), Antioch South (3712187), Clayton (3712188), Cupertino (3712231), Mindego Hill (3712232), Palo Alto (3712242), Woodside (3712243), San Rafael (3712285), Clarksville (3812161), Mt. George (3812232), Napa (3812233), Kenwood (3812245)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Potentially threatened by development.  Possibly threatened by fire suppression and road maintenance.  Plant appears to be widely scattered but uncommon everywhere, and most collections are old; needs field surveys.  See Proceedings of the American Academy of Arts and Sciences 11:124 (1876) for original description.","Calandrinia breweri Wats.","","PDPOR01020","CABR3",NA,NA,"1994-01-01","","2015-07-24",NA
"265",12377,"SBBG","SBBG35616","Suaeda taxifolia","H. M. Pollard","",NA,"",2440167,2440167,"6-Nov-1968","Ventura","","Prince Barranca, between Southern Pacific Railroad and Pierpont Inn; Ventura",34.274,-119.278,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG35616"" target=""_blank"">View Details</a>",NA,"woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","",0,0,50,165,FALSE,"BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2",NA,NA,"1994-01-01","","2013-05-09",NA
"266",12410,"SBBG","SBBG61593","Juglans californica","H. M. Pollard","",NA,"",2431357,2431357,"23-Sep-1944","Ventura","","Maricopa Rd (St Hwy 33) near Matilija Cyn",34.483,-119.295,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG61593"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"267",12429,"UC","UC1922439","Lepechinia rossii","LeRoy Gross","",2791,"",2454258,2454258,"06 6 2007","Ventura","","[Transverse Ranges; Mount Pinos region]; Pine Canyon. (Sespe Condor Sanctuary) Southern side of the Topatopa Mountains. Northeast end of the Santa Paula Ridge. North of the city of Fillmore. Entered from a hikers trail off of Goodenough Road, just a short distance from mouth of Sespe Creek. Near",34.44833,-118.96633,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC1922439"" target=""_blank"">View Details</a>",NA,"Ross' pitcher sage","Lamiaceae","perennial shrub","1B.2","G1","S1","None","None","May-Sep","Chaparral","",305,1000,790,2590,TRUE,"","LAX, VEN","Fillmore (3411848), Green Valley (3411854), Warm Springs Mountain (3411855)",3,0,0,0,0,0,3,1,2,3,0,0,"Potentially threatened by logging and mining.  See Madrono 53(1): 77-84 (2006) for original description.","Lepechinia rossii S. Boyd & O. Mistretta","","PDLAM0V060","LERO8",NA,NA,"2006-10-26","","2010-03-15",NA
"268",12434,"POM","POM2121","Juglans californica","L. R. Abrams, E. A. McGregor","",9,"",2418095,2418095,"1908-06-02","Ventura","","Sulphur Springs, Sulphur Mountains.",34.426667,-119.094722,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=POM2121"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
